-54.465061	225.213415	352.433911
-54.533307	225.124820	352.430355
-54.611901	225.020177	352.423484
-54.700847	224.899478	352.413294
-54.800154	224.762714	352.399785
-54.909827	224.609875	352.382954
-55.029877	224.440948	352.362799
-55.160312	224.255922	352.339319
-55.301145	224.054780	352.312511
-55.452387	223.837508	352.282374
-55.614051	223.604087	352.248905
-55.786153	223.354499	352.212101
-55.968708	223.088723	352.171960
-56.161732	222.806738	352.128480
-56.365244	222.508520	352.081657
-56.579263	222.194045	352.031489
-56.803808	221.863287	351.977973
-57.038901	221.516218	351.921105
-57.284564	221.152810	351.860882
-57.540820	220.773031	351.797301
-57.807695	220.376852	351.730356
-57.931260	220.193136	351.699050
-58.065481	219.992970	351.664375
-58.210370	219.776337	351.626329
-58.365941	219.543220	351.584910
-58.532211	219.293597	351.540116
-58.709194	219.027449	351.491943
-58.896909	218.744753	351.440389
-59.095375	218.445485	351.385451
-59.304610	218.129619	351.327125
-59.524636	217.797128	351.265409
-59.755474	217.447985	351.200298
-59.997148	217.082159	351.131789
-60.249681	216.699619	351.059877
-60.513099	216.300333	350.984557
-60.634677	216.115939	350.949664
-60.767178	215.914749	350.911357
-60.910614	215.696746	350.869633
-61.065001	215.461911	350.824489
-61.230352	215.210224	350.775922
-61.406686	214.941664	350.723929
-61.594019	214.656208	350.668507
-61.792370	214.353831	350.609651
-62.001759	214.034507	350.547358
-62.222206	213.698210	350.481624
-62.453733	213.344911	350.412443
-62.696364	212.974578	350.339811
-62.950122	212.587182	350.263722
-63.215033	212.182688	350.184171
-63.335900	211.998107	350.147827
-63.467957	211.796378	350.108011
-63.611218	211.577485	350.064721
-63.765696	211.341408	350.017953
-63.931406	211.088128	349.967703
-64.108364	210.817623	349.913968
-64.296588	210.529870	349.856743
-64.496096	210.224844	349.796024
-64.706908	209.902519	349.731805
-64.929043	209.562869	349.664080
-65.162524	209.205864	349.592845
-65.407373	208.831473	349.518093
-65.663614	208.439666	349.439817
-65.931270	208.030409	349.358009
-66.051983	207.845839	349.321097
-66.184148	207.643769	349.280642
-66.327780	207.424182	349.236642
-66.482891	207.187058	349.189092
-66.649496	206.932379	349.137988
-66.827611	206.660122	349.083324
-67.017252	206.370265	349.025096
-67.218439	206.062783	348.963297
-67.431189	205.737650	348.897922
-67.655522	205.394839	348.828963
-67.891460	205.034320	348.756414
-68.139025	204.656065	348.680267
-68.398239	204.260040	348.600515
-68.519002	204.075554	348.563349
-68.651449	203.873251	348.522566
-68.795593	203.653113	348.478159
-68.951448	203.415121	348.430124
-69.119026	203.159257	348.378456
-69.298345	202.885499	348.323149
-69.489419	202.593823	348.264198
-69.692267	202.284206	348.201594
-69.906907	201.956622	348.135331
-70.133358	201.611043	348.065401
-70.371641	201.247441	347.991796
-70.621777	200.865785	347.914507
-70.883789	200.466044	347.833525
-71.004652	200.281665	347.796157
-71.137424	200.079151	347.755082
-71.282118	199.858488	347.710294
-71.438747	199.619656	347.661787
-71.607324	199.362636	347.609556
-71.787863	199.087406	347.553593
-71.980382	198.793944	347.493892
-72.184897	198.482225	347.430444
-72.401426	198.152225	347.363242
-72.629987	197.803916	347.292277
-72.870601	197.437268	347.217538
-73.123288	197.052253	347.139017
-73.388071	196.648838	347.056702
-73.509025	196.464570	347.019084
-73.642108	196.261853	346.977655
-73.787330	196.040673	346.932411
-73.944705	195.801011	346.883344
-74.114245	195.542847	346.830449
-74.295965	195.266160	346.773716
-74.489881	194.970928	346.713139
-74.696008	194.657127	346.648708
-74.914365	194.324731	346.580414
-75.144969	193.973713	346.508247
-75.387840	193.604045	346.432197
-75.642998	193.215697	346.352252
-75.910465	192.808637	346.268400
-76.031477	192.624477	346.230439
-76.164830	192.421557	346.188552
-76.310534	192.199862	346.142733
-76.468601	191.959373	346.092976
-76.639045	191.700071	346.039272
-76.821880	191.421936	345.981612
-77.017119	191.124944	345.919989
-77.224780	190.809073	345.854391
-77.444879	190.474296	345.784810
-77.677434	190.120587	345.711233
-77.922463	189.747917	345.633648
-78.179986	189.356257	345.552044
-78.450025	188.945576	345.466407
-78.571052	188.761519	345.427995
-78.704625	188.558394	345.385528
-78.850755	188.336183	345.339001
-79.009453	188.094870	345.288406
-79.180732	187.834435	345.233732
-79.364605	187.554857	345.174973
-79.561086	187.256115	345.112117
-79.770192	186.938184	345.045154
-79.991937	186.601039	344.974072
-80.226341	186.244655	344.898859
-80.473420	185.869002	344.819502
-80.733194	185.474051	344.735987
-80.854194	185.290087	344.697048
-80.987919	185.086780	344.653930
-81.134378	184.864113	344.606625
-81.293582	184.622070	344.555124
-81.465544	184.360630	344.499418
-81.650278	184.079774	344.439497
-81.847795	183.779480	344.375350
-82.058113	183.459723	344.306965
-82.281246	183.120480	344.234331
-82.517212	182.761723	344.157434
-82.766028	182.383425	344.076259
-83.027713	181.985556	343.990792
-83.148649	181.801679	343.951250
-83.282483	181.598186	343.907392
-83.429224	181.375061	343.859210
-83.588883	181.132287	343.806695
-83.761471	180.869846	343.749836
-83.947002	180.587716	343.688624
-84.145488	180.285875	343.623047
-84.356945	179.964302	343.553091
-84.581388	179.622970	343.478744
-84.818833	179.261854	343.399991
-85.069298	178.880925	343.316817
-85.332799	178.480155	343.229205
-85.453637	178.296362	343.188978
-85.587540	178.092682	343.144289
-85.734517	177.869100	343.095129
-85.894580	177.625599	343.041487
-86.067738	177.362160	342.983354
-86.254006	177.078764	342.920718
-86.453395	176.775388	342.853566
-86.665920	176.452009	342.781885
-86.891597	176.108603	342.705661
-87.130440	175.745144	342.624877
-87.382466	175.361603	342.539519
-87.647694	174.957953	342.449568
-87.768399	174.774242	342.408576
-87.902332	174.570376	342.362964
-88.049502	174.346340	342.312724
-88.209919	174.102117	342.257844
-88.383594	173.837690	342.198314
-88.570539	173.553037	342.134121
-88.770767	173.248137	342.065251
-88.984291	172.922968	341.991692
-89.211127	172.577505	341.913426
-89.451288	172.211721	341.830438
-89.704793	171.825591	341.742711
-89.971656	171.419084	341.650225
-90.092197	171.235455	341.608388
-90.226123	171.031406	341.561765
-90.373444	170.806921	341.510345
-90.534168	170.561984	341.454117
-90.708307	170.296577	341.393069
-90.895873	170.010680	341.327188
-91.096877	169.704271	341.256460
-91.311333	169.377328	341.180870
-91.539255	169.029827	341.100401
-91.780658	168.661743	341.015036
-92.035557	168.273046	340.924756
-92.303970	167.863711	340.829542
-92.424315	167.680165	340.786785
-92.558198	167.475937	340.739064
-92.705628	167.251010	340.686367
-92.866615	167.005368	340.628683
-93.041167	166.738993	340.565999
-93.229297	166.451866	340.498302
-93.431017	166.143965	340.425577
-93.646339	165.815269	340.347807
-93.875277	165.465752	340.264974
-94.117845	165.095390	340.177062
-94.374058	164.704155	340.084049
-94.494194	164.520692	340.040364
-94.628000	164.316314	339.991549
-94.775482	164.091007	339.937591
-94.936651	163.844755	339.878479
-95.111516	163.577540	339.814200
-95.300089	163.289342	339.744739
-95.502380	162.980141	339.670080
-95.718403	162.649915	339.590207
-95.948170	162.298639	339.505101
-96.191696	161.926289	339.414742
-96.448995	161.532837	339.319111
-96.568905	161.349456	339.274469
-96.702611	161.144932	339.224521
-96.850121	160.919251	339.169256
-97.011444	160.672396	339.108663
-97.186590	160.404351	339.042725
-97.375569	160.115095	338.971430
-97.578392	159.804608	338.894759
-97.795072	159.472868	338.812696
-98.025621	159.119852	338.725220
-98.270053	158.745534	338.632313
-98.528382	158.349888	338.533952
-98.648047	158.166593	338.488309
-98.781631	157.961929	338.437179
-98.929142	157.735882	338.380550
-99.090589	157.488435	338.318407
-99.265980	157.219571	338.250738
-99.455327	156.929272	338.177525
-99.658640	156.617517	338.098751
-99.875931	156.284283	338.014399
-100.107211	155.929549	337.924447
-100.352495	155.553288	337.828875
-100.611797	155.155474	337.727661
-100.731197	154.972270	337.680972
-100.864636	154.767474	337.628604
-101.012121	154.541070	337.570547
-101.173660	154.293043	337.506784
-101.349262	154.023376	337.437302
-101.538938	153.732050	337.362084
-101.742698	153.419046	337.281112
-101.960552	153.084341	337.194367
-102.192514	152.727912	337.101827
