-4.810501	238.150977	-35.763454
-4.788095	238.065370	-35.747821
-4.766870	237.975196	-35.741007
-4.746821	237.880459	-35.743013
-4.727944	237.781160	-35.753840
-4.710233	237.677299	-35.773489
-4.693684	237.568878	-35.801962
-4.678292	237.455900	-35.839260
-4.664052	237.338364	-35.885385
-4.650960	237.216273	-35.940337
-4.639010	237.089628	-36.004119
-4.628198	236.958431	-36.076732
-4.618519	236.822683	-36.158176
-4.609968	236.682385	-36.248454
-4.602541	236.537539	-36.347567
-4.596233	236.388147	-36.455516
-4.591039	236.234209	-36.572302
-4.586955	236.075728	-36.697927
-4.583975	235.912704	-36.832391
-4.582096	235.745139	-36.975698
-4.581313	235.573035	-37.127847
-4.581621	235.396393	-37.288840
-4.583015	235.215214	-37.458678
-4.585492	235.029501	-37.637363
-4.589047	234.839254	-37.824895
-4.593676	234.644475	-38.021277
-4.599374	234.445165	-38.226510
-4.606137	234.241326	-38.440594
-4.613961	234.032959	-38.663531
-4.622841	233.820066	-38.895322
-4.632774	233.602649	-39.135968
-4.643755	233.380708	-39.385471
-4.655781	233.154245	-39.643833
-4.668847	232.923262	-39.911053
-4.682950	232.687760	-40.187133
-4.698085	232.447740	-40.472075
-4.714249	232.203205	-40.765880
-4.731438	231.954155	-41.068549
-4.749649	231.700593	-41.380083
-4.768877	231.442519	-41.700483
-4.789119	231.179935	-42.029751
-4.810372	230.912842	-42.367887
-4.832632	230.641243	-42.714893
-4.855895	230.365138	-43.070770
-4.880159	230.084529	-43.435519
-4.905420	229.799417	-43.809142
-4.931674	229.509805	-44.191638
-4.958919	229.215693	-44.583010
-4.971541	229.082195	-44.761948
-4.985148	228.944199	-44.949763
-4.999740	228.801706	-45.146456
-5.015316	228.654718	-45.352027
-5.031873	228.503234	-45.566476
-5.049411	228.347256	-45.789805
-5.067928	228.186784	-46.022012
-5.087422	228.021819	-46.263100
-5.107894	227.852361	-46.513069
-5.129340	227.678412	-46.771918
-5.151761	227.499971	-47.039649
-5.175154	227.317040	-47.316262
-5.199519	227.129619	-47.601758
-5.224854	226.937710	-47.896136
-5.251159	226.741311	-48.199398
-5.278431	226.540425	-48.511544
-5.306670	226.335052	-48.832574
-5.335874	226.125193	-49.162489
-5.366043	225.910848	-49.501289
-5.397174	225.692018	-49.848975
-5.429269	225.468704	-50.205548
-5.462324	225.240906	-50.571007
-5.496339	225.008626	-50.945353
-5.531313	224.771863	-51.328587
-5.567244	224.530619	-51.720709
-5.604133	224.284894	-52.121720
-5.641977	224.034689	-52.531620
-5.680776	223.780004	-52.950409
-5.698495	223.664485	-53.141043
-5.717168	223.544487	-53.340567
-5.736794	223.420012	-53.548982
-5.757372	223.291058	-53.766287
-5.778902	223.157627	-53.992483
-5.801384	223.019719	-54.227570
-5.824816	222.877335	-54.471548
-5.849200	222.730473	-54.724418
-5.874534	222.579136	-54.986179
-5.900818	222.423323	-55.256832
-5.928052	222.263034	-55.536377
-5.956235	222.098271	-55.824814
-5.985366	221.929032	-56.122144
-6.015446	221.755319	-56.428367
-6.046474	221.577131	-56.743482
-6.078450	221.394470	-57.067490
-6.111373	221.207335	-57.400392
-6.145243	221.015727	-57.742187
-6.180059	220.819646	-58.092875
-6.215821	220.619092	-58.452458
-6.252530	220.414066	-58.820934
-6.290183	220.204568	-59.198305
-6.328782	219.990598	-59.584570
-6.368325	219.772157	-59.979730
-6.408813	219.549246	-60.383785
-6.450245	219.321863	-60.796734
-6.492621	219.090010	-61.218579
-6.535940	218.853687	-61.649320
-6.555608	218.746688	-61.844677
-6.576220	218.635219	-62.048930
-6.597774	218.519282	-62.262078
-6.620271	218.398874	-62.484123
-6.643710	218.273998	-62.715063
-6.668092	218.144653	-62.954900
-6.693416	218.010839	-63.203633
-6.719682	217.872556	-63.461262
-6.746891	217.729805	-63.727787
-6.775041	217.582585	-64.003209
-6.804132	217.430897	-64.287527
-6.834166	217.274741	-64.580742
-6.865141	217.114117	-64.882853
-6.897057	216.949026	-65.193862
-6.929914	216.779466	-65.513767
-6.963713	216.605439	-65.842569
-6.998453	216.426945	-66.180268
-7.034133	216.243984	-66.526865
-7.070754	216.056555	-66.882358
-7.108316	215.864660	-67.246749
-7.146818	215.668297	-67.620037
-7.186261	215.467469	-68.002223
-7.226644	215.262173	-68.393306
-7.267967	215.052412	-68.793287
-7.310230	214.838184	-69.202166
-7.353433	214.619490	-69.619942
-7.397576	214.396331	-70.046616
-7.442658	214.168705	-70.482189
