10.000000	-2.000000	15.000000	0.785398	-0.000000	0.000000
10.000000	-2.000000	15.000000	0.785398	-0.523599	0.261799
10.000000	-2.005000	14.930000	0.785295	-0.523526	0.261973
10.000243	-2.009936	14.859361	0.785196	-0.523389	0.262126
10.000730	-2.014809	14.788083	0.785102	-0.523190	0.262260
10.001459	-2.019618	14.716166	0.785013	-0.522930	0.262375
10.002431	-2.024363	14.643611	0.784929	-0.522611	0.262472
10.003645	-2.029044	14.570416	0.784848	-0.522233	0.262551
10.005101	-2.033661	14.496582	0.784772	-0.521798	0.262611
10.006797	-2.038213	14.422109	0.784700	-0.521308	0.262655
10.008735	-2.042700	14.346998	0.784632	-0.520762	0.262682
10.010913	-2.047123	14.271249	0.784568	-0.520164	0.262692
10.013331	-2.051480	14.194861	0.784507	-0.519513	0.262686
10.015989	-2.055771	14.117836	0.784450	-0.518811	0.262664
10.018884	-2.059995	14.040173	0.784396	-0.518059	0.262627
10.022018	-2.064153	13.961874	0.784345	-0.517259	0.262575
10.025390	-2.068244	13.882938	0.784296	-0.516411	0.262508
10.028998	-2.072267	13.803366	0.784251	-0.515517	0.262427
10.032842	-2.076221	13.723158	0.784208	-0.514578	0.262332
10.036921	-2.080106	13.642316	0.784168	-0.513594	0.262224
10.041234	-2.083921	13.560840	0.784129	-0.512568	0.262102
10.045782	-2.087666	13.478730	0.784093	-0.511499	0.261967
10.050562	-2.091339	13.395988	0.784059	-0.510390	0.261819
10.055574	-2.094941	13.312613	0.784026	-0.509242	0.261660
10.060818	-2.098470	13.228607	0.783995	-0.508054	0.261488
10.066291	-2.101925	13.143971	0.783965	-0.506829	0.261304
10.071994	-2.105306	13.058705	0.783936	-0.505568	0.261110
10.077926	-2.108611	12.972811	0.783908	-0.504271	0.260904
10.084085	-2.111841	12.886288	0.783881	-0.502939	0.260687
10.090470	-2.114993	12.799139	0.783854	-0.501574	0.260460
10.097080	-2.118067	12.711364	0.783828	-0.500176	0.260223
10.103916	-2.121063	12.622964	0.783802	-0.498747	0.259976
10.110974	-2.123978	12.533940	0.783776	-0.497287	0.259720
10.118255	-2.126813	12.444293	0.783750	-0.495798	0.259454
10.125757	-2.129565	12.354025	0.783724	-0.494280	0.259179
10.133479	-2.132234	12.263136	0.783697	-0.492734	0.258895
10.141420	-2.134820	12.171628	0.783669	-0.491161	0.258603
10.149579	-2.137320	12.079502	0.783641	-0.489562	0.258302
10.157954	-2.139734	11.986759	0.783611	-0.487938	0.257994
10.166545	-2.142060	11.893400	0.783581	-0.486290	0.257678
10.175350	-2.144298	11.799426	0.783549	-0.484619	0.257354
10.184368	-2.146447	11.704840	0.783515	-0.482925	0.257023
10.193598	-2.148504	11.609641	0.783480	-0.481210	0.256685
10.203039	-2.150470	11.513832	0.783443	-0.479473	0.256340
10.212689	-2.152343	11.417414	0.783403	-0.477717	0.255989
10.222547	-2.154121	11.320388	0.783362	-0.475941	0.255632
10.232611	-2.155804	11.222756	0.783318	-0.474147	0.255268
10.242881	-2.157390	11.124518	0.783272	-0.472336	0.254899
10.253355	-2.158878	11.025677	0.783223	-0.470507	0.254524
10.264032	-2.160268	10.926234	0.783171	-0.468663	0.254143
10.274910	-2.161557	10.826190	0.783116	-0.466803	0.253758
10.285989	-2.162744	10.725548	0.783058	-0.464928	0.253367
10.297266	-2.163829	10.624307	0.782997	-0.463039	0.252972
10.308740	-2.164810	10.522470	0.782932	-0.461138	0.252572
10.320410	-2.165685	10.420039	0.782864	-0.459223	0.252168
10.332275	-2.166454	10.317015	0.782791	-0.457297	0.251760
10.344332	-2.167116	10.213400	0.782715	-0.455360	0.251348
10.356582	-2.167668	10.109195	0.782635	-0.453412	0.250932
10.369021	-2.168111	10.004401	0.782551	-0.451454	0.250512
10.381649	-2.168441	9.899021	0.782462	-0.449487	0.250089
10.394465	-2.168660	9.793057	0.782369	-0.447512	0.249663
10.407466	-2.168764	9.686508	0.782271	-0.445528	0.249234
10.420652	-2.168754	9.579379	0.782169	-0.443537	0.248802
10.434021	-2.168627	9.471669	0.782062	-0.441539	0.248367
10.447571	-2.168382	9.363381	0.781950	-0.439535	0.247930
10.461301	-2.168019	9.254517	0.781832	-0.437526	0.247490
10.475209	-2.167535	9.145078	0.781710	-0.435511	0.247048
10.489295	-2.166931	9.035066	0.781582	-0.433492	0.246605
10.503555	-2.166203	8.924482	0.781448	-0.431469	0.246159
10.517990	-2.165353	8.813329	0.781309	-0.429442	0.245712
10.532597	-2.164377	8.701608	0.781165	-0.427413	0.245263
10.547374	-2.163276	8.589321	0.781014	-0.425380	0.244813
10.562321	-2.162047	8.476470	0.780858	-0.423346	0.244362
10.577436	-2.160690	8.363056	0.780695	-0.421311	0.243910
10.592717	-2.159203	8.249081	0.780527	-0.419275	0.243456
10.608162	-2.157585	8.134548	0.780352	-0.417238	0.243002
10.623771	-2.155836	8.019457	0.780171	-0.415200	0.242548
10.639541	-2.153954	7.903811	0.779983	-0.413164	0.242093
10.655471	-2.151937	7.787611	0.779789	-0.411128	0.241637
10.671559	-2.149785	7.670860	0.779588	-0.409093	0.241181
10.687804	-2.147497	7.553559	0.779380	-0.407060	0.240726
10.704205	-2.145072	7.435710	0.779166	-0.405029	0.240270
10.720759	-2.142508	7.317314	0.778945	-0.403001	0.239814
10.737465	-2.139804	7.198374	0.778717	-0.400975	0.239359
10.754322	-2.136959	7.078892	0.778481	-0.398953	0.238904
10.771327	-2.133973	6.958869	0.778239	-0.396934	0.238449
10.788481	-2.130844	6.838307	0.777989	-0.394919	0.237995
